"layer","finding_id","severity","root_cause_bucket","audit_doc","source_line","original_reproducer","expected_invariant","status_v100","status_candidate","status_final","closing_commit","validation_command","validation_result","perf_result","notes"
"Layer 9b Robotics/Quantum/FFI","HIGH-LAYER9B-006","High","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_robo_quantum_ffi_2026-05-08.md","87","","- `qsim_cnot` registers entanglement BEFORE applying the gate - reports false entanglement for control=|0","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_robo_quantum_ffi_audit_slice.ps1 -Finding HIGH-LAYER9B-006","PASS rc=0; CNOT/CZ/CRK entangle fixtures confirm no false entanglement when control lacks branch mass","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by conditional branch-mass preflight before entanglement registration"
"Layer 9b Robotics/Quantum/FFI","HIGH-LAYER9B-007","High","stdlib_domain_correctness","docs/audit/findings/audit_recon_pass1_stdlib_robo_quantum_ffi_2026-05-08.md","96","","- URDF parser fails on self-closing `<joint .../>` (defaults to whole-file scan)","audit_reported","closed_with_proof","proven_closed","working_tree","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_stdlib_robo_quantum_ffi_audit_slice.ps1 -Finding HIGH-LAYER9B-007","PASS rc=0; URDF self-closing joint fixture passes and parser self_closed path is present","promoted 1.1.0 no-link 4.140s; self-host md5 a4ccec43ea47ebe2abd62f84a107ae70; drift gate green after rod_manifest regeneration","closed by bounding self-closing joint scan at the open-tag close and stopping malformed unclosed joints"
"Layer 2 Type System","F-001","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","35","","[High] [Functional] Generic struct/fn type-parameter arity is not enforced","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-001; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-002","Critical","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","54","","[Critical] [Functional / Inference] Silent miscompile - pattern-matching one enum's value against another enum's variants is accepted","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-002; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-003","Critical","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","78","","[Critical] [Composition / Functional] Silent narrowing - `let b: i32 = a;` accepted for `a: i64` and truncates to low 32 bits without diagnostic","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-003; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-004","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","96","","[High] [Coercion] Silent widening - `let c: i64 = a;` accepted for `a: i32`","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-004; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-005","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","115","","[High] [Functional] Silent acceptance of `let f: f64 = 3` (int literal binding to f64)","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-005; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-006","Critical","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","132","","[Critical] [Functional] Generic enum payload not type-checked against type argument","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-006; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-007","Critical","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","151","","[Critical] [Functional] Generic struct field type not enforced after instantiation","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-007; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-008","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","171","","[High] [Functional] Generic struct field initializer type not checked at construction","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-008; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-009","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","189","","[High] [Functional] Trait impl missing required method (no default body) is silently accepted","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-009; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-010","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","215","","[High] [Functional] Trait impl signature mismatch silently accepted","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-010; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-011","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","237","","[High] [Functional] Trait impl with extra (non-trait) method silently accepted","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-011; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-012","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","254","","[High] [Edge] Mutually recursive structs accepted (infinite size, F015 single-node version is rejected)","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-012; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-013","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","268","","[High] [Edge] Generic self-referential struct `Wrap<T> { inner: Wrap<T> }` accepted","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-013; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-014","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","281","","[High] [Adversarial] Where-clause references a type variable not in the fn type-parameter list","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-014; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-015","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","295","","[High] [Adversarial] Duplicate type-parameter names `<T, T>` silently accepted","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-015; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-016","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","307","","[High] [Adversarial] Generic param name shadowing a primitive (`<i64>`) silently accepted","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-016; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-018","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","332","","[High] [Inference] Ambiguous inference accepted: `let v = make()` where `make` returns `Vec<T>` with no constraint","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-018; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-019","Critical","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","349","","[Critical] [Adversarial] Compiler PANICs (stack-trace-style abort) on duplicate impl + ambiguous trait method instead of clean diagnostic","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-019; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-020","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","369","","[High] [Diagnostic] Compiler PANICs on `let EnumPath::Variant(a, b) = expr;` (let-pattern destructure) instead of ""unsupported syntax"" diagnostic","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-020; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 2 Type System","F-021","High","type_contracts_and_substitution","docs/audit/findings/audit_recon_pass1_typesystem_2026-05-08.md","390","","[High] [Diagnostic] Method-call diagnostic on a struct misreports receiver type as `Vec<T>` and lists Vec methods","audit_reported","claimed_closed_with_proof","proven_closed","","powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1 -Finding F-021; powershell -NoProfile -ExecutionPolicy Bypass -File tools\validate_typesystem_audit_slice.ps1; bash tools/check_compiler_drift.sh","PASS rc=0; expanded validator passes this finding plus F-001..F-016/F-018/F-019/F-020/F-021 and positive generic/trait fixtures; bootstrap fixed-point md5=80c360bf3bf070eb52191bca869edb80; drift rc=0 after regenerating audit_dup_fns_report.csv","cold self-compile --no-cache elapsed=4.027s; emitted IR md5=80c360bf3bf070eb52191bca869edb80; under 4.25s cap","closed by expanded type-system validator, promoted self-host bootstrap, fixed-point proof, and drift guard"
"Layer 4 Memory Safety/Effects","G11-B-1","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","405","audit_scratch_memsafe/G11/boundary_2_one_arm_init.nr","one-arm assignment without else must not make binding definitely assigned","audit_reported","claimed_closed_needs_proof","proven_closed","","bin\nucleor.exe build tests\err\err_init_g11_partial_branch.nr --no-cache","PASS rc=1 with INIT-G11-READ-BEFORE-INIT","promoted 1.1.0 no-link 4.088s; v1.0.0 binary same source no-link 3.203s; ownership phase 2078ms; release perf debt remains open","Ledger parser missed this G11 heading; row added during execution. Closure uses if/else init-state intersection without restore-preservation scan."
"Layer 4 Memory Safety/Effects","G11-B-2","Critical","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","422","audit_scratch_memsafe/G11/adversarial_1_loop_assign.nr","loop-body assignment may execute zero times and must not make binding definitely assigned","audit_reported","claimed_closed_needs_proof","proven_closed","","bin\nucleor.exe build tests\err\err_g11_loop_partial_init.nr --no-cache","PASS rc=1 with INIT-G11-READ-BEFORE-INIT","promoted 1.1.0 no-link 4.088s; v1.0.0 binary same source no-link 3.203s; ownership phase 2078ms; release perf debt remains open","Ledger parser missed this G11 heading; row added during execution. Loop DA merge treats pre-loop state as an incoming path."
"Layer 4 Memory Safety/Effects","G11-MATCH-1","High","ownership_borrow_init_flow","docs/audit/findings/audit_recon_pass1_memsafe_2026-05-08.md","403","tests/err/err_g11_match_partial_init.nr","match assignment in only some arms must not make binding definitely assigned","audit_reported","new_edge_from_audit_review","proven_closed","","bin\nucleor.exe build tests\err\err_g11_match_partial_init.nr --no-cache","PASS rc=1 with INIT-G11-READ-BEFORE-INIT","promoted 1.1.0 no-link 4.088s; v1.0.0 binary same source no-link 3.203s; ownership phase 2078ms; release perf debt remains open","Added as adjacent G11 CFG coverage while closing G11-B rows."
